location,Mname,date
OWID_WLS,Oxford/AstraZeneca,2021/11/4
OWID_WLS,Pfizer/BioNTech,2021/11/4
OWID_WLS,Moderna,2021/11/5
OWID_WLS,Oxford/AstraZeneca,2021/11/5
OWID_WLS,Pfizer/BioNTech,2021/11/5
OWID_WLS,Moderna,2021/11/6
OWID_WLS,Oxford/AstraZeneca,2021/11/6
OWID_WLS,Pfizer/BioNTech,2021/11/6
OWID_WLS,Moderna,2021/11/7
OWID_WLS,Oxford/AstraZeneca,2021/11/7
OWID_WLS,Pfizer/BioNTech,2021/11/7
OWID_WLS,Moderna,2021/11/8
OWID_WLS,Oxford/AstraZeneca,2021/11/8
OWID_WLS,Pfizer/BioNTech,2021/11/8
OWID_WLS,Moderna,2021/11/9
OWID_WLS,Oxford/AstraZeneca,2021/11/9
OWID_WLS,Pfizer/BioNTech,2021/11/9
OWID_WLS,Moderna,2021/11/10
OWID_WLS,Oxford/AstraZeneca,2021/11/10
OWID_WLS,Pfizer/BioNTech,2021/11/10
OWID_WLS,Moderna,2021/11/11
OWID_WLS,Oxford/AstraZeneca,2021/11/11
OWID_WLS,Pfizer/BioNTech,2021/11/11
OWID_WLS,Moderna,2021/11/12
OWID_WLS,Oxford/AstraZeneca,2021/11/12
OWID_WLS,Pfizer/BioNTech,2021/11/12
OWID_WLS,Moderna,2021/11/13
OWID_WLS,Oxford/AstraZeneca,2021/11/13
OWID_WLS,Pfizer/BioNTech,2021/11/13
OWID_WLS,Moderna,2021/11/14
OWID_WLS,Oxford/AstraZeneca,2021/11/14
OWID_WLS,Pfizer/BioNTech,2021/11/14
OWID_WLS,Moderna,2021/11/15
OWID_WLS,Oxford/AstraZeneca,2021/11/15
OWID_WLS,Pfizer/BioNTech,2021/11/15
OWID_WLS,Moderna,2021/11/16
OWID_WLS,Oxford/AstraZeneca,2021/11/16
OWID_WLS,Pfizer/BioNTech,2021/11/16
OWID_WLS,Moderna,2021/11/17
OWID_WLS,Oxford/AstraZeneca,2021/11/17
OWID_WLS,Pfizer/BioNTech,2021/11/17
OWID_WLS,Moderna,2021/11/18
OWID_WLS,Oxford/AstraZeneca,2021/11/18
OWID_WLS,Pfizer/BioNTech,2021/11/18
OWID_WLS,Moderna,2021/11/19
OWID_WLS,Oxford/AstraZeneca,2021/11/19
OWID_WLS,Pfizer/BioNTech,2021/11/19
OWID_WLS,Moderna,2021/11/20
OWID_WLS,Oxford/AstraZeneca,2021/11/20
OWID_WLS,Pfizer/BioNTech,2021/11/20
OWID_WLS,Moderna,2021/11/21
OWID_WLS,Oxford/AstraZeneca,2021/11/21
OWID_WLS,Pfizer/BioNTech,2021/11/21
OWID_WLS,Moderna,2021/11/22
OWID_WLS,Oxford/AstraZeneca,2021/11/22
OWID_WLS,Pfizer/BioNTech,2021/11/22
OWID_WLS,Moderna,2021/11/23
OWID_WLS,Oxford/AstraZeneca,2021/11/23
OWID_WLS,Pfizer/BioNTech,2021/11/23
OWID_WLS,Moderna,2021/11/24
OWID_WLS,Oxford/AstraZeneca,2021/11/24
OWID_WLS,Pfizer/BioNTech,2021/11/24
OWID_WLS,Moderna,2021/11/25
OWID_WLS,Oxford/AstraZeneca,2021/11/25
OWID_WLS,Pfizer/BioNTech,2021/11/25
OWID_WLS,Moderna,2021/11/26
OWID_WLS,Oxford/AstraZeneca,2021/11/26
OWID_WLS,Pfizer/BioNTech,2021/11/26
OWID_WLS,Moderna,2021/11/27
OWID_WLS,Oxford/AstraZeneca,2021/11/27
OWID_WLS,Pfizer/BioNTech,2021/11/27
OWID_WLS,Moderna,2021/11/28
OWID_WLS,Oxford/AstraZeneca,2021/11/28
OWID_WLS,Pfizer/BioNTech,2021/11/28
OWID_WLS,Moderna,2021/11/29
OWID_WLS,Oxford/AstraZeneca,2021/11/29
OWID_WLS,Pfizer/BioNTech,2021/11/29
OWID_WLS,Moderna,2021/11/30
OWID_WLS,Oxford/AstraZeneca,2021/11/30
OWID_WLS,Pfizer/BioNTech,2021/11/30
OWID_WLS,Moderna,2021/12/1
OWID_WLS,Oxford/AstraZeneca,2021/12/1
OWID_WLS,Pfizer/BioNTech,2021/12/1
OWID_WLS,Moderna,2021/12/2
OWID_WLS,Oxford/AstraZeneca,2021/12/2
OWID_WLS,Pfizer/BioNTech,2021/12/2
OWID_WLS,Moderna,2021/12/3
OWID_WLS,Oxford/AstraZeneca,2021/12/3
OWID_WLS,Pfizer/BioNTech,2021/12/3
OWID_WLS,Moderna,2021/12/4
OWID_WLS,Oxford/AstraZeneca,2021/12/4
OWID_WLS,Pfizer/BioNTech,2021/12/4
OWID_WLS,Moderna,2021/12/5
OWID_WLS,Oxford/AstraZeneca,2021/12/5
OWID_WLS,Pfizer/BioNTech,2021/12/5
OWID_WLS,Moderna,2021/12/6
OWID_WLS,Oxford/AstraZeneca,2021/12/6
OWID_WLS,Pfizer/BioNTech,2021/12/6
OWID_WLS,Moderna,2021/12/7
OWID_WLS,Oxford/AstraZeneca,2021/12/7
OWID_WLS,Pfizer/BioNTech,2021/12/7
OWID_WLS,Moderna,2021/12/8
OWID_WLS,Oxford/AstraZeneca,2021/12/8
OWID_WLS,Pfizer/BioNTech,2021/12/8
OWID_WLS,Moderna,2021/12/9
OWID_WLS,Oxford/AstraZeneca,2021/12/9
OWID_WLS,Pfizer/BioNTech,2021/12/9
OWID_WLS,Moderna,2021/12/10
OWID_WLS,Oxford/AstraZeneca,2021/12/10
OWID_WLS,Pfizer/BioNTech,2021/12/10
OWID_WLS,Moderna,2021/12/11
OWID_WLS,Oxford/AstraZeneca,2021/12/11
OWID_WLS,Pfizer/BioNTech,2021/12/11
OWID_WLS,Moderna,2021/12/12
OWID_WLS,Oxford/AstraZeneca,2021/12/12
OWID_WLS,Pfizer/BioNTech,2021/12/12
OWID_WLS,Moderna,2021/12/13
OWID_WLS,Oxford/AstraZeneca,2021/12/13
OWID_WLS,Pfizer/BioNTech,2021/12/13
OWID_WLS,Moderna,2021/12/14
OWID_WLS,Oxford/AstraZeneca,2021/12/14
OWID_WLS,Pfizer/BioNTech,2021/12/14
OWID_WLS,Moderna,2021/12/15
OWID_WLS,Oxford/AstraZeneca,2021/12/15
OWID_WLS,Pfizer/BioNTech,2021/12/15
OWID_WLS,Moderna,2021/12/16
OWID_WLS,Oxford/AstraZeneca,2021/12/16
OWID_WLS,Pfizer/BioNTech,2021/12/16
OWID_WLS,Moderna,2021/12/17
OWID_WLS,Oxford/AstraZeneca,2021/12/17
OWID_WLS,Pfizer/BioNTech,2021/12/17
OWID_WLS,Moderna,2021/12/18
OWID_WLS,Oxford/AstraZeneca,2021/12/18
OWID_WLS,Pfizer/BioNTech,2021/12/18
OWID_WLS,Moderna,2021/12/19
OWID_WLS,Oxford/AstraZeneca,2021/12/19
OWID_WLS,Pfizer/BioNTech,2021/12/19
OWID_WLS,Moderna,2021/12/20
OWID_WLS,Oxford/AstraZeneca,2021/12/20
OWID_WLS,Pfizer/BioNTech,2021/12/20
OWID_WLS,Moderna,2021/12/21
OWID_WLS,Oxford/AstraZeneca,2021/12/21
OWID_WLS,Pfizer/BioNTech,2021/12/21
OWID_WLS,Moderna,2021/12/22
OWID_WLS,Oxford/AstraZeneca,2021/12/22
OWID_WLS,Pfizer/BioNTech,2021/12/22
OWID_WLS,Moderna,2021/12/23
OWID_WLS,Oxford/AstraZeneca,2021/12/23
OWID_WLS,Pfizer/BioNTech,2021/12/23
OWID_WLS,Moderna,2021/12/24
OWID_WLS,Oxford/AstraZeneca,2021/12/24
OWID_WLS,Pfizer/BioNTech,2021/12/24
OWID_WLS,Moderna,2021/12/25
OWID_WLS,Oxford/AstraZeneca,2021/12/25
OWID_WLS,Pfizer/BioNTech,2021/12/25
OWID_WLS,Moderna,2021/12/27
OWID_WLS,Oxford/AstraZeneca,2021/12/27
OWID_WLS,Pfizer/BioNTech,2021/12/27
OWID_WLS,Moderna,2021/12/28
OWID_WLS,Oxford/AstraZeneca,2021/12/28
OWID_WLS,Pfizer/BioNTech,2021/12/28
OWID_WLS,Moderna,2021/12/29
OWID_WLS,Oxford/AstraZeneca,2021/12/29
OWID_WLS,Pfizer/BioNTech,2021/12/29
OWID_WLS,Moderna,2021/12/30
OWID_WLS,Oxford/AstraZeneca,2021/12/30
OWID_WLS,Pfizer/BioNTech,2021/12/30
OWID_WLS,Moderna,2021/12/31
OWID_WLS,Oxford/AstraZeneca,2021/12/31
OWID_WLS,Pfizer/BioNTech,2021/12/31
OWID_WLS,Moderna,2022/1/1
OWID_WLS,Oxford/AstraZeneca,2022/1/1
OWID_WLS,Pfizer/BioNTech,2022/1/1
OWID_WLS,Moderna,2022/1/2
OWID_WLS,Oxford/AstraZeneca,2022/1/2
OWID_WLS,Pfizer/BioNTech,2022/1/2
OWID_WLS,Moderna,2022/1/3
OWID_WLS,Oxford/AstraZeneca,2022/1/3
OWID_WLS,Pfizer/BioNTech,2022/1/3
OWID_WLS,Moderna,2022/1/4
OWID_WLS,Oxford/AstraZeneca,2022/1/4
OWID_WLS,Pfizer/BioNTech,2022/1/4
OWID_WLS,Moderna,2022/1/5
OWID_WLS,Oxford/AstraZeneca,2022/1/5
OWID_WLS,Pfizer/BioNTech,2022/1/5
OWID_WLS,Moderna,2022/1/6
OWID_WLS,Oxford/AstraZeneca,2022/1/6
OWID_WLS,Pfizer/BioNTech,2022/1/6
OWID_WLS,Moderna,2022/1/7
OWID_WLS,Oxford/AstraZeneca,2022/1/7
OWID_WLS,Pfizer/BioNTech,2022/1/7
OWID_WLS,Moderna,2022/1/8
OWID_WLS,Oxford/AstraZeneca,2022/1/8
OWID_WLS,Pfizer/BioNTech,2022/1/8
OWID_WLS,Moderna,2022/1/9
OWID_WLS,Oxford/AstraZeneca,2022/1/9
OWID_WLS,Pfizer/BioNTech,2022/1/9
OWID_WLS,Moderna,2022/1/10
OWID_WLS,Oxford/AstraZeneca,2022/1/10
OWID_WLS,Pfizer/BioNTech,2022/1/10
OWID_WLS,Moderna,2022/1/11
OWID_WLS,Oxford/AstraZeneca,2022/1/11
OWID_WLS,Pfizer/BioNTech,2022/1/11
OWID_WLS,Moderna,2022/1/12
OWID_WLS,Oxford/AstraZeneca,2022/1/12
OWID_WLS,Pfizer/BioNTech,2022/1/12
OWID_WLS,Moderna,2022/1/13
OWID_WLS,Oxford/AstraZeneca,2022/1/13
OWID_WLS,Pfizer/BioNTech,2022/1/13
OWID_WLS,Moderna,2022/1/14
OWID_WLS,Oxford/AstraZeneca,2022/1/14
OWID_WLS,Pfizer/BioNTech,2022/1/14
OWID_WLS,Moderna,2022/1/15
OWID_WLS,Oxford/AstraZeneca,2022/1/15
OWID_WLS,Pfizer/BioNTech,2022/1/15
OWID_WLS,Moderna,2022/1/16
OWID_WLS,Oxford/AstraZeneca,2022/1/16
OWID_WLS,Pfizer/BioNTech,2022/1/16
OWID_WLS,Moderna,2022/1/17
OWID_WLS,Oxford/AstraZeneca,2022/1/17
OWID_WLS,Pfizer/BioNTech,2022/1/17
OWID_WLS,Moderna,2022/1/18
OWID_WLS,Oxford/AstraZeneca,2022/1/18
OWID_WLS,Pfizer/BioNTech,2022/1/18
OWID_WLS,Moderna,2022/1/19
OWID_WLS,Oxford/AstraZeneca,2022/1/19
OWID_WLS,Pfizer/BioNTech,2022/1/19
OWID_WLS,Moderna,2022/1/20
OWID_WLS,Oxford/AstraZeneca,2022/1/20
OWID_WLS,Pfizer/BioNTech,2022/1/20
OWID_WLS,Moderna,2022/1/21
OWID_WLS,Oxford/AstraZeneca,2022/1/21
OWID_WLS,Pfizer/BioNTech,2022/1/21
OWID_WLS,Moderna,2022/1/22
OWID_WLS,Oxford/AstraZeneca,2022/1/22
OWID_WLS,Pfizer/BioNTech,2022/1/22
OWID_WLS,Moderna,2022/1/23
OWID_WLS,Oxford/AstraZeneca,2022/1/23
OWID_WLS,Pfizer/BioNTech,2022/1/23
OWID_WLS,Moderna,2022/1/24
OWID_WLS,Oxford/AstraZeneca,2022/1/24
OWID_WLS,Pfizer/BioNTech,2022/1/24
OWID_WLS,Moderna,2022/1/25
OWID_WLS,Oxford/AstraZeneca,2022/1/25
OWID_WLS,Pfizer/BioNTech,2022/1/25
OWID_WLS,Moderna,2022/1/26
OWID_WLS,Oxford/AstraZeneca,2022/1/26
OWID_WLS,Pfizer/BioNTech,2022/1/26
OWID_WLS,Moderna,2022/1/27
OWID_WLS,Oxford/AstraZeneca,2022/1/27
OWID_WLS,Pfizer/BioNTech,2022/1/27
OWID_WLS,Moderna,2022/1/28
OWID_WLS,Oxford/AstraZeneca,2022/1/28
OWID_WLS,Pfizer/BioNTech,2022/1/28
OWID_WLS,Moderna,2022/1/29
OWID_WLS,Oxford/AstraZeneca,2022/1/29
OWID_WLS,Pfizer/BioNTech,2022/1/29
OWID_WLS,Moderna,2022/1/30
OWID_WLS,Oxford/AstraZeneca,2022/1/30
OWID_WLS,Pfizer/BioNTech,2022/1/30
OWID_WLS,Moderna,2022/1/31
OWID_WLS,Oxford/AstraZeneca,2022/1/31
OWID_WLS,Pfizer/BioNTech,2022/1/31
OWID_WLS,Moderna,2022/2/1
OWID_WLS,Oxford/AstraZeneca,2022/2/1
OWID_WLS,Pfizer/BioNTech,2022/2/1
OWID_WLS,Moderna,2022/2/2
OWID_WLS,Oxford/AstraZeneca,2022/2/2
OWID_WLS,Pfizer/BioNTech,2022/2/2
OWID_WLS,Moderna,2022/2/3
OWID_WLS,Oxford/AstraZeneca,2022/2/3
OWID_WLS,Pfizer/BioNTech,2022/2/3
OWID_WLS,Moderna,2022/2/4
OWID_WLS,Oxford/AstraZeneca,2022/2/4
OWID_WLS,Pfizer/BioNTech,2022/2/4
OWID_WLS,Moderna,2022/2/5
OWID_WLS,Oxford/AstraZeneca,2022/2/5
OWID_WLS,Pfizer/BioNTech,2022/2/5
OWID_WLS,Moderna,2022/2/6
OWID_WLS,Oxford/AstraZeneca,2022/2/6
OWID_WLS,Pfizer/BioNTech,2022/2/6
OWID_WLS,Moderna,2022/2/7
OWID_WLS,Oxford/AstraZeneca,2022/2/7
OWID_WLS,Pfizer/BioNTech,2022/2/7
OWID_WLS,Moderna,2022/2/8
OWID_WLS,Oxford/AstraZeneca,2022/2/8
OWID_WLS,Pfizer/BioNTech,2022/2/8
OWID_WLS,Moderna,2022/2/9
OWID_WLS,Oxford/AstraZeneca,2022/2/9
OWID_WLS,Pfizer/BioNTech,2022/2/9
OWID_WLS,Moderna,2022/2/10
OWID_WLS,Oxford/AstraZeneca,2022/2/10
OWID_WLS,Pfizer/BioNTech,2022/2/10
OWID_WLS,Moderna,2022/2/11
OWID_WLS,Oxford/AstraZeneca,2022/2/11
OWID_WLS,Pfizer/BioNTech,2022/2/11
OWID_WLS,Moderna,2022/2/12
OWID_WLS,Oxford/AstraZeneca,2022/2/12
OWID_WLS,Pfizer/BioNTech,2022/2/12
OWID_WLS,Moderna,2022/2/13
OWID_WLS,Oxford/AstraZeneca,2022/2/13
OWID_WLS,Pfizer/BioNTech,2022/2/13
OWID_WLS,Moderna,2022/2/14
OWID_WLS,Oxford/AstraZeneca,2022/2/14
OWID_WLS,Pfizer/BioNTech,2022/2/14
OWID_WLS,Moderna,2022/2/15
OWID_WLS,Oxford/AstraZeneca,2022/2/15
OWID_WLS,Pfizer/BioNTech,2022/2/15
OWID_WLS,Moderna,2022/2/16
OWID_WLS,Oxford/AstraZeneca,2022/2/16
OWID_WLS,Pfizer/BioNTech,2022/2/16
OWID_WLS,Moderna,2022/2/17
OWID_WLS,Oxford/AstraZeneca,2022/2/17
OWID_WLS,Pfizer/BioNTech,2022/2/17
OWID_WLS,Moderna,2022/2/18
OWID_WLS,Oxford/AstraZeneca,2022/2/18
OWID_WLS,Pfizer/BioNTech,2022/2/18
OWID_WLS,Moderna,2022/2/19
OWID_WLS,Oxford/AstraZeneca,2022/2/19
OWID_WLS,Pfizer/BioNTech,2022/2/19
OWID_WLS,Moderna,2022/2/20
OWID_WLS,Oxford/AstraZeneca,2022/2/20
OWID_WLS,Pfizer/BioNTech,2022/2/20
OWID_WLS,Moderna,2022/2/21
OWID_WLS,Oxford/AstraZeneca,2022/2/21
OWID_WLS,Pfizer/BioNTech,2022/2/21
OWID_WLS,Moderna,2022/2/22
OWID_WLS,Oxford/AstraZeneca,2022/2/22
OWID_WLS,Pfizer/BioNTech,2022/2/22
OWID_WLS,Moderna,2022/2/23
OWID_WLS,Oxford/AstraZeneca,2022/2/23
OWID_WLS,Pfizer/BioNTech,2022/2/23
OWID_WLS,Moderna,2022/2/24
OWID_WLS,Oxford/AstraZeneca,2022/2/24
OWID_WLS,Pfizer/BioNTech,2022/2/24
OWID_WLS,Moderna,2022/2/25
OWID_WLS,Oxford/AstraZeneca,2022/2/25
OWID_WLS,Pfizer/BioNTech,2022/2/25
OWID_WLS,Moderna,2022/2/26
OWID_WLS,Oxford/AstraZeneca,2022/2/26
OWID_WLS,Pfizer/BioNTech,2022/2/26
OWID_WLS,Moderna,2022/2/27
OWID_WLS,Oxford/AstraZeneca,2022/2/27
OWID_WLS,Pfizer/BioNTech,2022/2/27
OWID_WLS,Moderna,2022/2/28
OWID_WLS,Oxford/AstraZeneca,2022/2/28
OWID_WLS,Pfizer/BioNTech,2022/2/28
OWID_WLS,Moderna,2022/3/1
OWID_WLS,Oxford/AstraZeneca,2022/3/1
OWID_WLS,Pfizer/BioNTech,2022/3/1
OWID_WLS,Moderna,2022/3/2
OWID_WLS,Oxford/AstraZeneca,2022/3/2
OWID_WLS,Pfizer/BioNTech,2022/3/2
OWID_WLS,Moderna,2022/3/3
OWID_WLS,Oxford/AstraZeneca,2022/3/3
OWID_WLS,Pfizer/BioNTech,2022/3/3
OWID_WLS,Moderna,2022/3/4
OWID_WLS,Oxford/AstraZeneca,2022/3/4
OWID_WLS,Pfizer/BioNTech,2022/3/4
OWID_WLS,Moderna,2022/3/5
OWID_WLS,Oxford/AstraZeneca,2022/3/5
OWID_WLS,Pfizer/BioNTech,2022/3/5
OWID_WLS,Moderna,2022/3/6
OWID_WLS,Oxford/AstraZeneca,2022/3/6
OWID_WLS,Pfizer/BioNTech,2022/3/6
OWID_WLS,Moderna,2022/3/7
OWID_WLS,Oxford/AstraZeneca,2022/3/7
OWID_WLS,Pfizer/BioNTech,2022/3/7
OWID_WLS,Moderna,2022/3/8
OWID_WLS,Oxford/AstraZeneca,2022/3/8
OWID_WLS,Pfizer/BioNTech,2022/3/8
OWID_WLS,Moderna,2022/3/9
OWID_WLS,Oxford/AstraZeneca,2022/3/9
OWID_WLS,Pfizer/BioNTech,2022/3/9
OWID_WLS,Moderna,2022/3/10
OWID_WLS,Oxford/AstraZeneca,2022/3/10
OWID_WLS,Pfizer/BioNTech,2022/3/10
OWID_WLS,Moderna,2022/3/11
OWID_WLS,Oxford/AstraZeneca,2022/3/11
OWID_WLS,Pfizer/BioNTech,2022/3/11
OWID_WLS,Moderna,2022/3/12
OWID_WLS,Oxford/AstraZeneca,2022/3/12
OWID_WLS,Pfizer/BioNTech,2022/3/12
OWID_WLS,Moderna,2022/3/13
OWID_WLS,Oxford/AstraZeneca,2022/3/13
OWID_WLS,Pfizer/BioNTech,2022/3/13
OWID_WLS,Moderna,2022/3/14
OWID_WLS,Oxford/AstraZeneca,2022/3/14
OWID_WLS,Pfizer/BioNTech,2022/3/14
OWID_WLS,Moderna,2022/3/15
OWID_WLS,Oxford/AstraZeneca,2022/3/15
OWID_WLS,Pfizer/BioNTech,2022/3/15
OWID_WLS,Moderna,2022/3/16
OWID_WLS,Oxford/AstraZeneca,2022/3/16
OWID_WLS,Pfizer/BioNTech,2022/3/16
OWID_WLS,Moderna,2022/3/17
OWID_WLS,Oxford/AstraZeneca,2022/3/17
OWID_WLS,Pfizer/BioNTech,2022/3/17
OWID_WLS,Moderna,2022/3/18
OWID_WLS,Oxford/AstraZeneca,2022/3/18
OWID_WLS,Pfizer/BioNTech,2022/3/18
OWID_WLS,Moderna,2022/3/19
OWID_WLS,Oxford/AstraZeneca,2022/3/19
OWID_WLS,Pfizer/BioNTech,2022/3/19
OWID_WLS,Moderna,2022/3/20
OWID_WLS,Oxford/AstraZeneca,2022/3/20
OWID_WLS,Pfizer/BioNTech,2022/3/20
OWID_WLS,Moderna,2022/3/21
OWID_WLS,Oxford/AstraZeneca,2022/3/21
OWID_WLS,Pfizer/BioNTech,2022/3/21
OWID_WLS,Moderna,2022/3/22
OWID_WLS,Oxford/AstraZeneca,2022/3/22
OWID_WLS,Pfizer/BioNTech,2022/3/22
OWID_WLS,Moderna,2022/3/23
OWID_WLS,Oxford/AstraZeneca,2022/3/23
OWID_WLS,Pfizer/BioNTech,2022/3/23
OWID_WLS,Moderna,2022/3/24
OWID_WLS,Oxford/AstraZeneca,2022/3/24
OWID_WLS,Pfizer/BioNTech,2022/3/24
OWID_WLS,Moderna,2022/3/25
OWID_WLS,Oxford/AstraZeneca,2022/3/25
OWID_WLS,Pfizer/BioNTech,2022/3/25
OWID_WLS,Moderna,2022/3/26
OWID_WLS,Oxford/AstraZeneca,2022/3/26
OWID_WLS,Pfizer/BioNTech,2022/3/26
OWID_WLS,Moderna,2022/3/27
OWID_WLS,Oxford/AstraZeneca,2022/3/27
OWID_WLS,Pfizer/BioNTech,2022/3/27
OWID_WLS,Moderna,2022/3/28
OWID_WLS,Oxford/AstraZeneca,2022/3/28
OWID_WLS,Pfizer/BioNTech,2022/3/28
OWID_WLS,Moderna,2022/3/29
OWID_WLS,Oxford/AstraZeneca,2022/3/29
OWID_WLS,Pfizer/BioNTech,2022/3/29
OWID_WLS,Moderna,2022/3/30
OWID_WLS,Oxford/AstraZeneca,2022/3/30
OWID_WLS,Pfizer/BioNTech,2022/3/30
OWID_WLS,Moderna,2022/3/31
OWID_WLS,Oxford/AstraZeneca,2022/3/31
OWID_WLS,Pfizer/BioNTech,2022/3/31
OWID_WLS,Moderna,2022/4/1
OWID_WLS,Oxford/AstraZeneca,2022/4/1
OWID_WLS,Pfizer/BioNTech,2022/4/1
OWID_WLS,Moderna,2022/4/2
OWID_WLS,Oxford/AstraZeneca,2022/4/2
OWID_WLS,Pfizer/BioNTech,2022/4/2
OWID_WLS,Moderna,2022/4/3
OWID_WLS,Oxford/AstraZeneca,2022/4/3
OWID_WLS,Pfizer/BioNTech,2022/4/3
OWID_WLS,Moderna,2022/4/4
OWID_WLS,Oxford/AstraZeneca,2022/4/4
OWID_WLS,Pfizer/BioNTech,2022/4/4
OWID_WLS,Moderna,2022/4/5
OWID_WLS,Oxford/AstraZeneca,2022/4/5
OWID_WLS,Pfizer/BioNTech,2022/4/5
OWID_WLS,Moderna,2022/4/6
OWID_WLS,Oxford/AstraZeneca,2022/4/6
OWID_WLS,Pfizer/BioNTech,2022/4/6
OWID_WLS,Moderna,2022/4/7
OWID_WLS,Oxford/AstraZeneca,2022/4/7
OWID_WLS,Pfizer/BioNTech,2022/4/7
OWID_WLS,Moderna,2022/4/8
OWID_WLS,Oxford/AstraZeneca,2022/4/8
OWID_WLS,Pfizer/BioNTech,2022/4/8
OWID_WLS,Moderna,2022/4/9
OWID_WLS,Oxford/AstraZeneca,2022/4/9
OWID_WLS,Pfizer/BioNTech,2022/4/9
OWID_WLS,Moderna,2022/4/10
OWID_WLS,Oxford/AstraZeneca,2022/4/10
OWID_WLS,Pfizer/BioNTech,2022/4/10
OWID_WLS,Moderna,2022/4/11
OWID_WLS,Oxford/AstraZeneca,2022/4/11
OWID_WLS,Pfizer/BioNTech,2022/4/11
OWID_WLS,Moderna,2022/4/12
OWID_WLS,Oxford/AstraZeneca,2022/4/12
OWID_WLS,Pfizer/BioNTech,2022/4/12
OWID_WLS,Moderna,2022/4/13
OWID_WLS,Oxford/AstraZeneca,2022/4/13
OWID_WLS,Pfizer/BioNTech,2022/4/13
OWID_WLS,Moderna,2022/4/14
OWID_WLS,Oxford/AstraZeneca,2022/4/14
OWID_WLS,Pfizer/BioNTech,2022/4/14
OWID_WLS,Moderna,2022/4/15
OWID_WLS,Oxford/AstraZeneca,2022/4/15
OWID_WLS,Pfizer/BioNTech,2022/4/15
OWID_WLS,Moderna,2022/4/16
OWID_WLS,Oxford/AstraZeneca,2022/4/16
OWID_WLS,Pfizer/BioNTech,2022/4/16
OWID_WLS,Moderna,2022/4/17
OWID_WLS,Oxford/AstraZeneca,2022/4/17
OWID_WLS,Pfizer/BioNTech,2022/4/17
OWID_WLS,Moderna,2022/4/18
OWID_WLS,Oxford/AstraZeneca,2022/4/18
OWID_WLS,Pfizer/BioNTech,2022/4/18
OWID_WLS,Moderna,2022/4/19
OWID_WLS,Oxford/AstraZeneca,2022/4/19
OWID_WLS,Pfizer/BioNTech,2022/4/19
OWID_WLS,Moderna,2022/4/20
OWID_WLS,Oxford/AstraZeneca,2022/4/20
OWID_WLS,Pfizer/BioNTech,2022/4/20
OWID_WLS,Moderna,2022/4/21
OWID_WLS,Oxford/AstraZeneca,2022/4/21
OWID_WLS,Pfizer/BioNTech,2022/4/21
OWID_WLS,Moderna,2022/4/22
OWID_WLS,Oxford/AstraZeneca,2022/4/22
OWID_WLS,Pfizer/BioNTech,2022/4/22
OWID_WLS,Moderna,2022/4/23
OWID_WLS,Oxford/AstraZeneca,2022/4/23
OWID_WLS,Pfizer/BioNTech,2022/4/23
OWID_WLS,Moderna,2022/4/24
OWID_WLS,Oxford/AstraZeneca,2022/4/24
OWID_WLS,Pfizer/BioNTech,2022/4/24
OWID_WLS,Moderna,2022/4/25
OWID_WLS,Oxford/AstraZeneca,2022/4/25
OWID_WLS,Pfizer/BioNTech,2022/4/25
OWID_WLS,Moderna,2022/4/26
OWID_WLS,Oxford/AstraZeneca,2022/4/26
OWID_WLS,Pfizer/BioNTech,2022/4/26
OWID_WLS,Moderna,2022/4/27
OWID_WLS,Oxford/AstraZeneca,2022/4/27
OWID_WLS,Pfizer/BioNTech,2022/4/27
OWID_WLS,Moderna,2022/4/28
OWID_WLS,Oxford/AstraZeneca,2022/4/28
OWID_WLS,Pfizer/BioNTech,2022/4/28
OWID_WLS,Moderna,2022/4/29
OWID_WLS,Oxford/AstraZeneca,2022/4/29
OWID_WLS,Pfizer/BioNTech,2022/4/29
OWID_WLS,Moderna,2022/4/30
OWID_WLS,Oxford/AstraZeneca,2022/4/30
OWID_WLS,Pfizer/BioNTech,2022/4/30
OWID_WLS,Moderna,2022/5/1
OWID_WLS,Oxford/AstraZeneca,2022/5/1
OWID_WLS,Pfizer/BioNTech,2022/5/1
OWID_WLS,Moderna,2022/5/2
OWID_WLS,Oxford/AstraZeneca,2022/5/2
OWID_WLS,Pfizer/BioNTech,2022/5/2
OWID_WLS,Moderna,2022/5/3
OWID_WLS,Oxford/AstraZeneca,2022/5/3
OWID_WLS,Pfizer/BioNTech,2022/5/3
OWID_WLS,Moderna,2022/5/4
OWID_WLS,Oxford/AstraZeneca,2022/5/4
OWID_WLS,Pfizer/BioNTech,2022/5/4
OWID_WLS,Moderna,2022/5/5
OWID_WLS,Oxford/AstraZeneca,2022/5/5
OWID_WLS,Pfizer/BioNTech,2022/5/5
OWID_WLS,Moderna,2022/5/6
OWID_WLS,Oxford/AstraZeneca,2022/5/6
OWID_WLS,Pfizer/BioNTech,2022/5/6
OWID_WLS,Moderna,2022/5/7
OWID_WLS,Oxford/AstraZeneca,2022/5/7
OWID_WLS,Pfizer/BioNTech,2022/5/7
OWID_WLS,Moderna,2022/5/8
OWID_WLS,Oxford/AstraZeneca,2022/5/8
OWID_WLS,Pfizer/BioNTech,2022/5/8
OWID_WLS,Moderna,2022/5/9
OWID_WLS,Oxford/AstraZeneca,2022/5/9
OWID_WLS,Pfizer/BioNTech,2022/5/9
OWID_WLS,Moderna,2022/5/10
OWID_WLS,Oxford/AstraZeneca,2022/5/10
